id,full_text,engagement,language
864,"?? PÈtition Stop #Gardasil "" NON ‡ la vaccination de masse dans les collËges avec le vaccin contre le papillomavirus ! petitions.association-sante-Ö #ProtegeonsNosEnfants RT#Jarnac #papillomavirus #hpv ""#EnfantsEnDanger #macron",43,fr
870,"#Gardasil: Le procËs a """"""""DEBUTE"""""""" aux USA mais comme d'habitude, @france_soir, le champions de la dÈsinformation, estime qu'il est dÈj‡ terminÈ. Rappel: en France le mÍme procËs s'est soldÈ par un non-lieu.",6,fr
872,#Merck #Gardasil #LÈvothyrox #Vioxx #Wargon,1,en
873,"Le coup de Jarnac de Macron en dÈplacement hier contre le papillomaVirus"" Notre PrÈsident aurait-il voulu Ítre docteur dans une autre vie ou visiteur mÈdical ? Macron nous croulons sous des problËmes cruciaux la paix ou la guerre, les retraites... #PapillomaVirus""#Gardasil",0,fr
874,"Le #Gardasil provoque effets secondaires graves et DÈcËs de jeunes filles injectÈes""Le Conseil indien: Recherche mÈdicale a exigÈ l'arrÍt immÈdiat de ce vax""Les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) causent des effets secondaires graves dus aux adjuvants",1,fr
875,"#braun #gardasil""""La volontÈ de [#Macronie ] est de cibler toute une tranche d'‚ge....""""""""""""Les 11-13ans Ètaient les enfants n'ayant pas de #vaccination #COVID19 """"""""obligatoire """""""" en 2021-2022. Juste une constatation. Hulot de Merk, #Gardasil ,a ÈtÈ condamnÈ ‡ 7millions en indemnitÈs",21,fr
876,"Emmanuel Macron enfile son costume de mÈdecin et se prÈcipite pour vacciner les enfants au #Gardasil.""""On va gÈnÈraliser la vaccination dËs le collËge"""""""" a-t-il indiquÈ""?? A quand un vaccin contre la corruption ?""francesoir.fr/societe-sante/Ö",58,fr
877,"Mon petit cousin a ÈtÈ emmenÈ de l'hÙpital en hÈlicoptËre cet aprËs-midi. PÈricardite ou myocardite. Injection x3. 16 ans.""""Je suis dÈmoralisÈe tellement j'ai la haine de ce qu'ils ont fait aux jeunes. A l'avenir de l'humanitÈ. Et ils veulent continuer ‡ piquer. #Gardasil",3,fr
878,"??Manu super commercial de #BigPharma ! Donc, la santÈ de nos enfants devrait Ítre gÈrÈe par le ministËre de l'Èducation.... ??Permettez aux professeurs de pouvoir enseigner en toute sÈcuritÈ avant de faire de l'ingÈrance mÈdicale. """"?Le #gardasil est inefficace et dangereux.",1,fr
879,"#Gardasil Ce matin jíai lu cet article datant de 2016, pour le moment toujours disponible psychomedia.qc.ca/sante/2016Ö",9,fr
880,"Comme d'habitude les cas d'effets secondaires graves sont passÈs sous silence. ""#gardasil futur scandaleVoir pour exemple ce qui est arrivÈ ‡ OcÈane""piped.video/7g-3tXv_06A",0,fr
881,"TÈmoignage d'OcÈane Bourguignon, piquÈe au #Gardasil ‡ 15 ans. Elle a failli Ítre tÈtraplÈgique ‡ vie ‡ cause de ce vaccin que Macron veut injecter ‡ toutes les adolescentes."""" piped.video/7g-3tXv_06A",47,fr
883,Jíignorais que le #Gardasil venait de #sanofi donc #pasteurÖ Áa expliquerait pourquoi pasteur cíest retirÈ au profit de #pfizer : ils avaient dÈj‡ partagÈ le g‚teau. «a explique aussi pourquoi #raoult Ètait pour la vaccination des soignants : car il est pour celle des enfants,9,fr
884,Quels sont vos liens d'intÈrÍts avec MERCK SANOFI et les distributeurs du vaccin #Gardasil comme Weinberg ?,6,fr
885,"alors Mr Braun prÈfËre vous communiquer les donnÈes qui dÈmontrent que vacciner permet d'augmenter le CA des amis Big Pharma de Macronescu, tout en utilisant les mioches de gueux comme cobayes! #EffetsSecondairesVaccins #Gardasil #Papillomavirus #Macronistan",10,fr
886,"EMacron appelle ‡ vacciner les #enfants et les adolescents au #Gardasil, contre les infections ‡ papillomavirus humains (HPV). Aux USA en mÍme temps un procËs qui a dÈbutÈ ‡ propos des effets secondaires de ce vaccin.",0,fr
887,"En 2014, 400 mÈdecins s'Ètaient ÈlevÈs contre la campagne de vaccination avec le #Gardasil, inefficace et co˚teux. Pourtant, Macron veut faire piquer nos filles, quitte ‡ accroÓtre le dÈficit de la SÈcu pour rien.""""lejdd.fr/Societe/400-medecinÖ",47,fr
888,"Vaccin HPV #Gardasil #Merck """"""""La peur fait vendre...."""""""" odysee.com/@laileastick:4/20Ö",0,fr
889,"Ils recommencent, comme le Covid, la mÍme manipulation pour nos ados. Parents, ne tombez pas dans le piËge. Ne vaxxinez pas vos enfants avec un poison supplÈmentaire. #Mercks est en procËs de masse aux USA pour le #Gardasil. N'accordez aucune confiance ‡ Macron.",331,fr
890,TÈmoignage #Gardasil #Papillomavirus #effetssecondaires,0,fr
891,Le professeur Didier Raoult prÈconise de faire vacciner les jeunes adolescents avec le #gardasil .,0,fr
892,"""""ce que Macronescu a annoncÈ hier est dÈterminant pour l'enrichissement des Big Pharma nos amis, et pour tester le degrÈ de dÈbilitÈ profonde des gueux qui pensent vraiment que nous nous soucions de leurs mioches!"""""""" #Gardasil #Papillomavirus #EffetsSecondairesVaccins #Macronistan",1,fr
893,"C n'importe quoi! Ces gens sont trËs dangereux : en faisant peur aux parents, ils seront responsables des cancers de leurs enfants ! RÈvoltant #Gardasil #Papillomavirus #antiscience",10,fr
895,"Vous en avez pas eu assez des #effetssecondaires non circonscrits ? ""Le #Gardasil a ÈtÈ retirÈ du marchÈ en Inde.""Et le prÈsident de Merck n'est autre le Mr Hulot et son scandale avec le #Levothyrox condamnÈ ‡ des indemnisations de 7millions",1,fr
912,"Pour les dÈbiles qui nous ressortent le graphËne saison 2 avec le gardasil. Voila la compo """"#antivax #VPH #Gardasil #cancer #IST",1,fr
918,#gardasil ce vaccin níest ni fiable ni gratuit ????il níest efficace quí‡ 20% díaprËs les Ètudes cliniques. par ailleurs que le Gardasil co˚te ´ 123 euros par dose ª et quíil fait reculer la pratique du frottis ´ efficace ‡ 100 % ª.,3,fr
921,"Je ne suis pas #antivax, je suis juste contre une thÈrapie gÈnique en phase 3, Èpisode trouzemilleÖ #Gardasil #Papillomavirus",94,fr
925,"Vous en avez pas eu assez des #effetssecondaires non circonscrits ? ""Le #Gardasil a ÈtÈ retirÈ du marchÈ en Inde.""Et le prÈsident de Merck n'est autre le Mr Hulot et son scandale avec le #Levothyrox condamnÈ ‡ des indemnisations de 7millions",1,fr
930,"Parents, soyez informÈ sur le gardasil, la nouvelle corruption du mari de Brigitte. #effetssecondzires #vaccin #danger #corruption #Gardasil",1,fr
946,"Le #Gardasil a ÈtÈ conseillÈ depuis 10ans aux filles de 14ans par HCSP. Ce sont des faits (voir les affichages dans les infirmeries, les salles attente chez les medecins).Voir le documents.Donc pour les garÁons, aucune propagande.Ce qui ne veut pas dire qu'il nest pas conseillÈ",2,fr
956,"Mais en fait Ö cíest un test pour mesurer le niveau de soumission des gueux. Sachant que ledit #Gardasil est interdit dans plusieurs pays, nos maÓtres jaugeront leur bÈtail humain. La #VaccinationEnfant, ils avaient tentÈ au coup díavant, ils retentent ! #Papillomavirus",9,fr
968,"Scandale du Levothyrox, Áa c'Ètait un petit scandale ... Renseignez-vous sur le Vioxx.""C'Ètait le gÈnÈsis.Il y a 20 ans, tout y Ètait dÈj‡. Rien n'a changÈ#Vaccinationenfant#PapillomaVirus""#Gardasil",8,fr
982,Rien n'est dit sur ce point mais la campagne de vaccination au #gardasil a ÈtÈ pilotÈe par HCSP et vise les filles 14 ans (document joint de 2012),1,fr
989,"?? #Macron appelle ‡ vacciner les adolescents au #Gardasil, contre les infections ‡ #papillomavirus humains (HPV). Aux …tats-Unis, en mÍme temps, un procËs a dÈbutÈ ‡ propos des effets secondaires de ce #vaccin. ""brujitafr.fr/2023/03/emmanueÖ ""#ACTUALITES #vaccin #SANTE #POLITIQUE",2,fr
991,"Avant de se prÈcipiter tÍte baissÈe, comme pour le vaxx Covid, il serait bon de se pencher sur le passÈ du #Gardasil, qui est tout, sauf limpide et dÈpourvu de toute ombre. Voir l'ouvrage de #RobertFKennedy, p 497 et suivantes.",0,fr
1011,"#Gardasil""""Mon argument massue en faveur de la vaccination : HPV Áa fait aussi des cancers de la teub",481,fr
1021,"Une action judiciaire est en cours aux …tats-Unis contre le laboratoire Merck pour avoir exagÈrÈ les bÈnÈfices du ##Gardasil et masquÈ de possibles effets secondaires."" ""Et on continue. L'enfumage du vaccin anti-#covid n'a pas suffi.",65,fr
1037,"?? Il semblerait que les injections anti #Covid níont pas ÈtÈ suffisamment efficaceÖ"" ????Seulement 20 % de surmortalitÈ ????Continuons notre effort avec les vaccins contre le #Papillomavirus ! ""#Gardasil ??",12,fr
1047,"Le #Gardasil est commercialisÈ par le laboratoire MSD pour Èviter un MST.""Vieux scandale : VIOXX.Mais qui sont les actionnaires de @MSDFrance ? Notre Leader SuprÍme et sa cour doit les connaitre : BlackRock et Vanguard !""#VaccinationEnfant #Papillomavirus",16,fr
1067,"Emmanuel Macron, l'incarnation du capitalisme de connivence fait la promotion d'un douziËme vaccin pour #Vaccinationenfant contre le #PapillomaVirus avec le #Gardasil de chez Merck, laboratoire dÈj‡ mis en examen pour tromperie aggravÈe dans le scandale du Levothyrox. """"DANGER !",17,fr
1088,"?? #Macron appelle ‡ vacciner les adolescents au #Gardasil, contre les infections ‡ #papillomavirus humains (HPV). Aux …tats-Unis, en mÍme temps, un procËs a dÈbutÈ ‡ propos des effets secondaires de ce #vaccin. ""brujitafr.fr/2023/03/emmanueÖ ""#ACTUALITES #vaccin #SANTE #POLITIQUE",0,fr
1090,"Un clou chasse l'autre, comme disait l'autre ‡ P‚ques il y a 2000 ans.""Avec notre Leader SuprÍme, on est passÈ aux aiguilles.On n'arrÍte pas le progrËs.""#Vaccinationenfant #PapillomaVirus #Gardasil",19,fr
1136,"Thierry Hulot,prÈsident de Merck qui commercialise le vaccin du #Papillomavirus sous le nom de #gardasil dont la firme a ÈtÈ mise en examen pour tromperie aggravÈe dans l'affaire du #levothyrox va piquer des garÁons contre les 6000 cas de cancer de l'utÈrus/an.""""Merci qui ?...",8,fr
1163,…tonnante prÈcipitation pour vacciner les enfants avec le vaccin controversÈ #Gardasil Ö,0,fr
1228,"??Re-Tweet?? EMacron appelle ‡ vacciner les #enfants et les adolescents au #Gardasil, contre les infections ‡ papillomavirus humains (HPV). Au USA en mÍme temps un procËs qui a dÈbutÈ ‡ propos des effets secondaires de ce pseudo vaccin mortifËre . francesoir.fr/societe-sante/Ö",460,fr
1286,"#McKinsey a touchÈ combien pour ce conseil Mr MACRON ? Pour la santÈ de nos enfants vous dites! Vos mensonges nous fatiguent!""""#Gardasil",0,fr
1345,"????""#Mercks de plus en plus VORACE Veut injecter son #GARDASIL faisant l'objet de PLAINTES aux USA (JUGEMENT en septembre 2023) dËs l'‚ge de NEUF ANS??""childrenshealthdefense.org/dÖ",1,fr
1385,Faut dire qu'on a affaire ‡ de bons pyromanes #Gardasil,3,fr
1413,Ces vaccinol‚tres n'Èpargne personne... #vaccinationenfant #Gardasil @dupontmarieest1 @StatChrisCotton @v_joron @mmtchi @OuestFrance @LEXPRESS @LePoint,2,fr
1495,"?? Le nouvel ordre mondial par la santÈ ! TraitÈ pandÈmie et rËglement sanitaire Mondial ! ""RÈveillez-vos voisins ! Dans 1 an il sera trop tard ! #Gardasil #PfizerGate #McKinseyGate #MerckGate .... ""sentadepuydt.substack.com/p/Ö",41,fr
1529,"Si #Macron croit qu'on va les laisser injecter nos enfants au #Gardasil alors que ce produit est interdit dans plusieurs pays pour ses effets secondaires et son mauvais rapport bÈnÈfices/risques, c'est mal connaÓtre la force des parents qui protËgent leurs enfants.",920,fr
1629,"Suite aux annonces d'Emmanuel #Macron favorable ‡ l'obligation du vaccin contre le #papillomavirus, retour sur l'intervention de R. Kennedy Jr (ao˚t 2022) sur les nombreuses actions en justice liÈes au vaccin #Gardasil en cours aux Etats-Unis....",40,fr
1688,"#vaccin #gardasil contre le papillomavirus ""#vaccin #COVID19vaccine ne faite pas confiance ‡ la vaccination du papillomavirusils n'ont pas reussi avec le covid19ils reviennent en force sur une autre maladiepourquoi faire confiance a des gens qui nous mentent""attention danger",0,fr
2356,"?? ALERTE GENERALE ??"" Il faut avertir les #antivax que #Raoult est POUR la vaccination massive contre le #papilllomavirus :) Source ? Bah, Didou lui-mÍme...PS : il dit aussi qu'il faut sÈvir contre les fakes antivax ??#Gardasil""piped.video/zAampntyD6k?t=216",251,fr
2374,"#Gardasil "" ""Business ou santÈ ?",0,fr
2407,"Petit dossier ?""medocean.re/actions/hpv-et-vÖ @noel_sylviane @MullerBronnL @ethiqueccnens @Sante_Gouv @Francois_Ruffin ""#Gardasil",135,fr
2464,"@olivierveran  AprËs 35000 personnes dÈcÈdÈes dans les EHPAD il va commencer sa propagande #Gardasil"""" a vous les jeunes !",2,fr
